date,belt_rainfall_mm,belt_tmax_c,mine_cell_rainfall_mm,mine_cell_tmax_c,source,provenance
2012-01-01,10.49,25.24,0.5,25.49,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-01-02,13.85,22.9,24.56,23.58,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-01-03,0.0,24.08,0.0,25.02,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-01-04,0.0,26.55,0.0,26.98,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-01-05,0.0,27.57,0.0,28.05,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-01-06,0.0,27.44,0.0,28.06,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-01-07,0.0,26.53,0.0,27.12,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-01-08,0.0,24.52,0.0,25.34,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-01-09,0.0,21.9,0.0,22.59,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-01-10,0.0,22.41,0.0,23.15,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-01-11,0.0,22.32,0.0,23.1,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-01-12,0.0,22.54,0.0,23.32,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-01-13,0.0,22.39,0.0,22.99,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-01-14,0.0,24.1,0.0,24.45,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-01-15,0.0,26.51,0.0,26.82,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-01-16,0.0,28.31,0.0,28.63,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-01-17,0.0,27.92,0.0,28.36,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-01-18,0.0,26.5,0.0,26.94,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-01-19,0.0,24.78,0.0,25.24,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-01-20,0.0,21.97,0.0,22.58,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-01-21,0.0,22.08,0.0,22.64,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-01-22,0.0,25.45,0.0,25.75,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-01-23,0.0,26.35,0.0,26.77,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-01-24,0.0,27.37,0.0,27.86,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-01-25,0.32,26.66,0.0,27.1,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-01-26,1.38,23.88,0.39,24.64,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-01-27,0.33,25.55,0.0,26.16,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-01-28,1.5,24.57,0.0,25.31,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-01-29,6.34,23.14,0.18,23.91,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-01-30,1.56,22.35,7.35,22.75,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-01-31,2.34,24.08,0.23,24.49,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-02-01,0.27,23.46,0.0,23.87,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-02-02,0.0,24.83,0.0,25.5,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-02-03,0.0,27.05,0.0,27.35,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-02-04,0.0,29.85,0.0,30.33,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-02-05,0.0,29.56,0.0,30.04,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-02-06,0.0,29.91,0.0,30.41,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-02-07,0.0,30.53,0.0,31.05,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-02-08,0.0,24.89,0.0,24.93,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-02-09,0.0,23.47,0.0,24.07,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-02-10,0.0,24.04,0.0,24.55,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-02-11,0.0,26.1,0.0,26.33,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-02-12,0.0,28.9,0.0,29.26,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-02-13,0.0,30.62,0.0,31.08,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-02-14,0.0,31.04,0.0,31.43,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-02-15,0.01,30.17,0.0,30.85,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-02-16,1.81,28.2,0.21,28.8,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-02-17,0.0,27.71,0.0,28.39,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-02-18,0.0,29.66,0.0,30.34,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-02-19,0.0,29.9,0.0,30.6,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-02-20,0.0,31.88,0.0,32.3,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-02-21,0.0,34.49,0.0,34.77,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-02-22,0.0,34.37,0.0,34.52,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-02-23,0.0,34.59,0.0,34.93,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-02-24,0.0,34.83,0.0,35.18,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-02-25,0.0,34.43,0.0,34.77,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-02-26,0.0,32.22,0.0,33.18,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-02-27,0.0,33.16,0.0,33.72,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-02-28,0.0,33.42,0.0,33.95,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-02-29,0.0,32.09,0.0,32.43,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-03-01,0.0,32.71,0.0,33.07,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-03-02,0.0,32.38,0.0,32.68,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-03-03,0.0,32.06,0.0,32.36,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-03-04,0.0,34.12,0.0,34.4,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-03-05,0.0,35.24,0.0,35.5,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-03-06,0.0,35.08,0.0,35.44,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-03-07,0.0,32.55,0.0,32.83,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-03-08,0.0,31.38,0.0,31.62,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-03-09,0.0,29.72,0.0,30.12,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-03-10,0.0,30.12,0.0,30.54,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-03-11,0.0,32.45,0.0,32.77,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-03-12,0.0,33.58,0.0,34.02,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-03-13,0.0,32.26,0.0,32.62,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-03-14,0.0,31.42,0.0,32.02,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-03-15,0.0,33.71,0.0,34.04,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-03-16,0.0,35.23,0.0,35.57,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-03-17,0.0,36.76,0.0,37.09,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-03-18,0.0,37.12,0.0,37.44,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-03-19,0.0,37.58,0.0,37.69,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-03-20,0.0,38.28,0.0,38.46,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-03-21,0.0,37.61,0.0,38.2,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-03-22,0.0,34.96,0.0,35.63,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-03-23,0.0,36.45,0.0,36.74,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-03-24,0.0,37.35,0.0,37.55,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-03-25,0.0,37.75,0.0,38.07,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-03-26,0.0,38.5,0.0,38.54,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-03-27,0.0,38.83,0.0,38.95,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-03-28,0.0,39.08,0.0,39.2,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-03-29,0.0,38.39,0.0,38.61,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-03-30,0.0,37.51,0.0,37.72,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-03-31,0.0,38.47,0.0,38.63,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-04-01,0.0,38.67,0.0,38.66,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-04-02,0.0,39.64,0.0,39.64,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-04-03,0.0,40.16,0.0,40.16,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-04-04,0.07,40.15,0.0,40.24,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-04-05,0.08,37.92,0.0,38.32,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-04-06,0.56,37.97,0.0,38.08,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-04-07,0.98,38.7,3.99,38.89,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-04-08,0.0,39.86,0.0,39.92,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-04-09,0.0,40.11,0.0,40.3,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-04-10,0.0,40.56,0.0,40.55,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-04-11,0.0,39.77,0.0,39.95,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-04-12,0.0,38.72,0.0,38.77,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-04-13,0.0,38.22,0.0,38.34,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-04-14,0.0,38.15,0.0,38.33,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-04-15,0.0,37.98,0.0,38.19,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-04-16,0.0,38.55,0.0,38.78,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-04-17,0.0,39.34,0.0,39.24,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-04-18,0.0,40.17,0.0,40.19,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-04-19,0.0,39.62,0.0,39.64,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-04-20,0.0,39.81,0.0,39.86,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-04-21,0.0,36.78,0.0,36.94,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-04-22,0.0,38.76,0.0,38.79,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-04-23,0.0,38.91,0.0,38.92,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-04-24,0.0,39.17,0.0,39.18,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-04-25,0.0,38.59,0.0,38.55,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-04-26,0.0,39.83,0.0,39.74,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-04-27,0.0,38.94,0.0,39.02,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-04-28,0.0,38.92,0.0,38.89,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-04-29,0.0,39.84,0.0,40.03,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-04-30,0.0,40.02,0.0,40.15,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-05-01,0.0,39.89,0.0,39.9,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-05-02,0.0,40.26,0.0,40.37,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-05-03,0.0,40.03,0.0,40.23,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-05-04,0.0,38.53,0.0,38.85,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-05-05,0.0,38.64,0.0,39.04,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-05-06,0.0,39.2,0.0,39.3,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-05-07,0.0,40.06,0.0,40.11,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-05-08,0.0,38.91,0.0,38.97,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-05-09,0.0,39.92,0.0,40.04,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-05-10,0.0,40.25,0.0,40.36,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-05-11,0.0,40.6,0.0,40.5,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-05-12,0.0,39.57,0.0,39.49,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-05-13,0.0,39.77,0.0,39.56,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-05-14,0.0,40.0,0.0,39.8,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-05-15,0.0,40.16,0.0,40.05,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-05-16,0.0,40.78,0.0,40.86,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-05-17,0.0,41.09,0.0,40.88,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-05-18,0.0,41.8,0.0,41.78,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-05-19,0.57,41.71,0.0,41.73,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-05-20,0.0,42.1,0.0,42.14,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-05-21,0.0,42.66,0.0,42.73,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-05-22,0.0,42.81,0.0,42.83,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-05-23,0.0,42.76,0.0,42.79,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-05-24,0.0,43.14,0.0,43.18,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-05-25,0.0,43.94,0.0,43.83,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-05-26,0.0,43.74,0.0,43.64,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-05-27,0.0,43.24,0.0,43.16,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-05-28,0.0,43.13,0.0,43.08,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-05-29,0.0,43.29,0.0,43.2,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-05-30,0.0,43.83,0.0,43.79,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-05-31,0.0,44.1,0.0,44.0,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-06-01,0.0,43.42,0.0,43.13,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-06-02,0.0,41.6,0.0,41.38,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-06-03,0.0,40.16,0.0,39.82,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-06-04,0.0,40.09,0.0,39.76,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-06-05,0.0,40.48,0.0,40.25,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-06-06,0.0,38.65,0.0,38.72,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-06-07,1.45,35.92,0.68,35.46,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-06-08,0.0,38.48,0.0,38.38,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-06-09,0.0,39.7,0.0,39.39,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-06-10,0.52,37.79,0.0,37.14,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-06-11,4.97,37.59,2.81,36.99,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-06-12,1.57,39.27,0.0,39.04,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-06-13,0.05,39.27,0.0,39.14,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-06-14,0.09,39.0,0.0,38.68,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-06-15,0.77,39.13,0.43,38.97,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-06-16,2.79,36.69,3.59,35.95,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-06-17,13.97,35.61,16.21,35.77,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-06-18,21.05,31.47,15.77,31.2,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-06-19,4.36,32.21,0.0,31.54,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-06-20,8.0,33.1,13.49,32.96,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-06-21,6.49,33.56,6.52,32.88,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-06-22,8.09,32.89,11.65,32.49,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-06-23,1.61,33.07,3.14,33.04,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-06-24,0.06,36.24,0.23,35.97,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-06-25,0.0,36.34,0.0,36.03,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-06-26,3.87,35.71,5.8,35.4,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-06-27,0.0,36.06,0.0,35.88,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-06-28,1.1,36.31,3.28,36.09,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-06-29,1.03,36.2,1.43,35.81,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-06-30,7.39,37.84,0.0,37.37,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-07-01,3.07,35.46,1.47,34.53,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-07-02,2.72,35.39,1.04,34.95,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-07-03,9.33,33.53,10.15,32.47,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-07-04,5.12,33.05,3.06,32.57,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-07-05,0.0,32.17,0.0,32.08,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-07-06,20.83,27.06,14.51,26.62,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-07-07,13.0,26.67,11.45,26.19,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-07-08,18.98,27.77,21.82,27.44,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-07-09,17.4,27.63,34.12,27.56,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-07-10,19.19,30.18,33.45,30.09,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-07-11,6.3,31.78,7.78,31.53,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-07-12,0.04,32.85,0.0,32.77,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-07-13,6.25,32.26,1.82,31.99,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-07-14,9.83,30.92,8.38,30.96,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-07-15,19.05,30.0,32.05,29.93,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-07-16,21.95,30.37,20.97,30.15,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-07-17,4.68,31.89,6.04,31.92,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-07-18,6.22,32.82,5.53,32.87,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-07-19,5.4,31.18,6.18,31.02,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-07-20,12.97,30.47,11.91,30.23,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-07-21,11.81,29.72,24.39,29.29,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-07-22,8.35,28.84,7.54,28.09,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-07-23,13.14,27.69,9.6,27.23,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-07-24,1.59,27.07,1.42,26.77,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-07-25,8.84,27.7,9.93,27.64,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
2012-07-26,3.19,26.82,2.85,26.64,"IMD gridded (rainfall 0.25 deg, Tmax 1 deg)",REAL_GOVERNMENT
