date,rainfall_mm,temperature_max_c,rainfall_source,tmax_source,soil_moisture_m3m3,soil_moisture_source
2022-05-06,0.0,42.07,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.252,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-05-07,0.0,40.76,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.252,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-05-08,0.0,41.84,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.25,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-05-09,0.0,42.3,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.25,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-05-10,0.0,41.76,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.252,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-05-11,0.0,40.96,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.255,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-05-12,0.0,40.92,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.252,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-05-13,3.86,42.69,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.252,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-05-14,0.0,44.07,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.25,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-05-15,0.0,43.4,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.252,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-05-16,0.12,40.65,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.255,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-05-17,0.0,41.88,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.263,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-05-18,0.0,41.84,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.257,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-05-19,6.41,41.19,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.258,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-05-20,0.0,42.62,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.262,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-05-21,0.0,41.63,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.261,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-05-22,0.0,40.04,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.257,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-05-23,0.0,38.96,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.259,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-05-24,0.0,37.78,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.289,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-05-25,0.0,38.23,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.27,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-05-26,9.96,39.33,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.269,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-05-27,0.0,39.58,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.269,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-05-28,0.0,39.7,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.265,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-05-29,0.0,39.78,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.264,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-05-30,5.11,40.65,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.269,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-05-31,4.37,41.13,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.271,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-06-01,0.0,41.75,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.271,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-06-02,0.0,43.32,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.269,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-06-03,0.0,42.89,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.262,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-06-04,0.0,42.63,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.256,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-06-05,0.0,42.51,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.25,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-06-06,0.0,42.66,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.259,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-06-07,0.0,42.62,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.258,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-06-08,0.0,42.82,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.259,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-06-09,0.0,41.25,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.259,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-06-10,2.17,39.85,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.257,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-06-11,0.0,40.02,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.257,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-06-12,4.51,36.46,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.259,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-06-13,0.0,38.93,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.256,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-06-14,0.0,38.44,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.254,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-06-15,0.0,38.11,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.285,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-06-16,15.86,33.59,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.345,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-06-17,0.55,34.05,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.373,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-06-18,3.02,33.28,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.391,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-06-19,3.87,32.76,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.46,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-06-20,8.91,32.6,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.486,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-06-21,20.92,32.08,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.466,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-06-22,0.23,34.49,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.449,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-06-23,0.0,34.78,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.434,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-06-24,0.0,35.02,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.41,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-06-25,24.27,34.31,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.409,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-06-26,0.12,33.11,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.475,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-06-27,10.33,33.56,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.466,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-06-28,0.81,34.49,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.44,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-06-29,0.0,34.13,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.438,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-06-30,9.99,31.21,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.501,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-07-01,11.03,32.44,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.493,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-07-02,0.28,32.01,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.503,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-07-03,12.97,30.73,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.506,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-07-04,19.74,29.93,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.511,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-07-05,30.62,30.32,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.498,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-07-06,6.64,30.04,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.51,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-07-07,5.45,31.53,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.508,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-07-08,7.4,31.43,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.501,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-07-09,5.17,31.66,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.504,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-07-10,21.04,30.77,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.505,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-07-11,22.45,29.44,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.504,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-07-12,39.69,29.79,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.507,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-07-13,96.74,29.29,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.505,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-07-14,33.81,28.7,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.508,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-07-15,39.45,29.39,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.505,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-07-16,17.52,31.48,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.502,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-07-17,66.16,29.79,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.506,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-07-18,62.29,28.16,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.507,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-07-19,2.94,26.98,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.496,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-07-20,0.66,26.55,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.491,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-07-21,3.01,27.84,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.506,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-07-22,9.44,29.02,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.504,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-07-23,7.95,27.41,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.511,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-07-24,5.25,27.07,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.504,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-07-25,6.49,27.4,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.506,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-07-26,18.36,27.95,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.506,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-07-27,7.86,29.68,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.499,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-07-28,3.64,31.29,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.502,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-07-29,6.47,30.24,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.495,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-07-30,5.39,31.56,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.483,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-07-31,0.0,31.86,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.488,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-08-01,0.0,31.64,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.473,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-08-02,0.21,32.32,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.464,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-08-03,0.0,32.35,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.47,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-08-04,5.42,31.83,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.484,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-08-05,12.22,32.41,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.486,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-08-06,0.0,32.66,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.501,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-08-07,5.28,30.93,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.503,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-08-08,20.77,30.95,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.502,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-08-09,23.33,29.49,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.508,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-08-10,79.03,27.23,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.514,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-08-11,33.97,26.72,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.506,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-08-12,9.18,29.56,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.496,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-08-13,9.2,29.3,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.503,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-08-14,29.87,27.09,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.506,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-08-15,130.95,25.78,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.509,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-08-16,33.82,28.15,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.498,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-08-17,2.0,30.72,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.482,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-08-18,0.1,31.2,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.469,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-08-19,15.6,30.19,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.48,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-08-20,1.26,28.18,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.506,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-08-21,5.26,26.37,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.506,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-08-22,3.95,27.05,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.5,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-08-23,1.37,29.9,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.48,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-08-24,0.62,31.24,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.458,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-08-25,5.47,30.22,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.462,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-08-26,3.71,30.28,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.471,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-08-27,1.03,31.25,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.47,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-08-28,13.32,30.34,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.482,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-08-29,4.48,30.21,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.475,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-08-30,3.83,31.42,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.462,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-08-31,0.0,32.3,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.447,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-09-01,48.22,32.62,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.454,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-09-02,0.0,32.67,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.439,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-09-03,0.0,33.47,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.428,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-09-04,30.11,28.23,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.478,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-09-05,5.73,29.8,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.481,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-09-06,0.34,31.8,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.464,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-09-07,0.0,31.7,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.458,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
2022-09-08,18.59,32.22,IMD gridded 0.25deg (REAL_GOVERNMENT),IMD gridded 1deg (REAL_GOVERNMENT),0.456,ERA5-Land via Open-Meteo (REAL_PUBLIC; no IMD soil-moisture grid)
