lat,lon,geomorphology_class,geom_structural_origin,geom_hills_valleys,geom_plateau,geom_pediplain,geom_dissection,geom_water_fluvial,lineament_dist_km,lineament_density,provenance
20.755,78.505,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,1.667,0.01522,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,78.515,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,0.833,0.02536,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,78.525,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,0.052,0.02753,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,78.535,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,0.568,0.02753,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,78.545,,,,,,,,1.532,0.02319,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,78.555,,,,,,,,0.88,0.01703,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,78.565,,,,,,,,0.228,0.01799,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,78.575,,,,,,,,0.38,0.02476,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,78.585,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,1.023,0.02476,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,78.595,,,,,,,,1.689,0.01848,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,78.605,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,2.404,0.01063,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,78.615,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,3.045,0.00362,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,78.625,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,3.763,0.0,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,78.635,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,4.441,0.0,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,78.645,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,3.864,0.0,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,78.655,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,3.068,0.00411,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,78.665,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,2.311,0.01171,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,78.675,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,1.595,0.01171,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,78.685,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,1.169,0.01437,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,78.695,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,0.868,0.01437,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,78.705,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,0.347,0.0064,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,78.715,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,1.012,0.00821,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,78.725,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,1.841,0.00918,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,78.735,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,1.451,0.00664,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,78.745,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,1.242,0.01063,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,78.755,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,0.264,0.01063,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,78.765,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,0.568,0.00411,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,78.775,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,1.483,0.00411,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,78.785,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,2.43,0.0,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,78.795,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,3.5,0.0,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,78.805,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,4.525,0.0,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,78.815,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,5.503,0.0,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,78.825,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,5.618,0.0,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,78.835,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,4.736,0.0,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,78.845,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,3.798,0.0,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,78.855,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,2.814,0.00507,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,78.865,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,1.923,0.01884,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,78.875,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,0.939,0.0192,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,78.885,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,0.052,0.02476,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,78.895,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,0.705,0.03212,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,78.905,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,0.468,0.0285,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,78.915,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,1.029,0.02584,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,78.925,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,1.545,0.02488,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,78.935,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,2.125,0.01679,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,78.945,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,2.638,0.00954,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,78.955,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,2.673,0.00314,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,78.965,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,1.899,0.00785,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,78.975,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,1.562,0.01389,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,78.985,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,1.72,0.01751,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,78.995,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,1.962,0.01751,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.005,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,2.19,0.01352,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.015,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,2.549,0.00676,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.025,Water Bodies-River,0.0,0.0,0.0,0.0,0.0,1.0,2.637,0.00048,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.035,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,1.655,0.00447,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.045,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,0.571,0.01099,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.055,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,0.152,0.01727,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.065,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,0.338,0.02306,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.075,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,0.076,0.02174,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.085,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,0.758,0.0157,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.095,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,1.477,0.01087,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.105,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,2.369,0.00181,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.115,,,,,,,,3.277,0.0,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.125,,,,,,,,2.463,0.00483,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.135,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,1.871,0.00797,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.145,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,1.732,0.00797,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.155,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,2.125,0.00797,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.165,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,2.783,0.00773,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.175,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,3.162,0.00012,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.185,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,3.694,0.0,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.195,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,3.812,0.0,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.205,,,,,,,,3.236,0.0,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.215,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,2.481,0.0,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.225,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,1.532,0.00894,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.235,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,0.587,0.01039,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.245,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,0.235,0.01497,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.255,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,0.681,0.01799,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.265,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,0.223,0.01328,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.275,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,0.524,0.00761,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.285,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,1.243,0.01292,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.295,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,1.559,0.0064,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.305,Structural Origin-Moderately Dissected Lower Plateau,1.0,0.0,1.0,0.0,2.0,0.0,1.589,0.00604,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.315,Structural Origin-Moderately Dissected Lower Plateau,1.0,0.0,1.0,0.0,2.0,0.0,2.123,0.00604,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.325,Structural Origin-Low Dissected Lower Plateau,1.0,0.0,1.0,0.0,1.0,0.0,2.99,0.0,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.335,Structural Origin-Low Dissected Lower Plateau,1.0,0.0,1.0,0.0,1.0,0.0,3.871,0.0,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.345,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,4.84,0.0,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.355,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,5.882,0.0,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.365,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,4.988,0.0,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.375,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,3.91,0.0,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.385,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,2.887,0.0,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.395,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,1.927,0.00157,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.405,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,0.923,0.01328,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.415,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,0.457,0.01582,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.425,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,0.319,0.01582,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.435,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,0.824,0.01582,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.445,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,1.78,0.01159,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.455,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,2.806,0.00109,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.465,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,2.477,0.00833,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.475,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,2.059,0.00833,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.485,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,1.679,0.01425,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.495,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,0.72,0.01666,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.505,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,0.052,0.01522,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.515,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,0.615,0.01413,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.525,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,1.586,0.01244,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.535,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,2.248,0.0058,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.545,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,2.623,0.0064,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.555,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,2.472,0.01413,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.565,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,1.818,0.01703,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.575,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,1.085,0.01703,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.585,,,,,,,,0.786,0.01703,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.595,,,,,,,,1.379,0.01026,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.605,,,,,,,,1.434,0.0128,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.615,,,,,,,,0.563,0.01449,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.625,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,0.264,0.01449,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.635,,,,,,,,1.157,0.01449,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.645,,,,,,,,2.017,0.01039,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.655,,,,,,,,2.962,0.0,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.665,,,,,,,,2.892,0.0058,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.675,,,,,,,,2.426,0.01316,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.685,,,,,,,,1.824,0.02125,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.695,Fluvial Origin-Active Flood Plain,0.0,0.0,0.0,0.0,0.0,1.0,1.281,0.02862,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.705,Water Bodies-River,0.0,0.0,0.0,0.0,0.0,1.0,0.711,0.03369,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.715,Water Bodies-River,0.0,0.0,0.0,0.0,0.0,1.0,0.117,0.02584,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.725,Fluvial Origin-Active Flood Plain,0.0,0.0,0.0,0.0,0.0,1.0,0.319,0.01836,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.735,Fluvial Origin-Active Flood Plain,0.0,0.0,0.0,0.0,0.0,1.0,1.012,0.01087,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.745,Fluvial Origin-Younger Alluvial Plain,0.0,0.0,0.0,0.0,0.0,1.0,2.027,0.00254,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.755,Fluvial Origin-Younger Alluvial Plain,0.0,0.0,0.0,0.0,0.0,1.0,2.989,0.0,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.765,Fluvial Origin-Younger Alluvial Plain,0.0,0.0,0.0,0.0,0.0,1.0,3.459,0.0,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.775,Fluvial Origin-Younger Alluvial Plain,0.0,0.0,0.0,0.0,0.0,1.0,4.017,0.0,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.785,Fluvial Origin-Younger Alluvial Plain,0.0,0.0,0.0,0.0,0.0,1.0,4.698,0.0,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.795,Fluvial Origin-Younger Alluvial Plain,0.0,0.0,0.0,0.0,0.0,1.0,5.557,0.0,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.805,Fluvial Origin-Younger Alluvial Plain,0.0,0.0,0.0,0.0,0.0,1.0,5.345,0.0,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.815,Fluvial Origin-Younger Alluvial Plain,0.0,0.0,0.0,0.0,0.0,1.0,4.449,0.0,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.825,Fluvial Origin-Younger Alluvial Plain,0.0,0.0,0.0,0.0,0.0,1.0,3.447,0.0,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.835,Fluvial Origin-Younger Alluvial Plain,0.0,0.0,0.0,0.0,0.0,1.0,2.555,0.00906,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.845,Fluvial Origin-Younger Alluvial Plain,0.0,0.0,0.0,0.0,0.0,1.0,1.581,0.01328,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.855,Fluvial Origin-Younger Alluvial Plain,0.0,0.0,0.0,0.0,0.0,1.0,0.65,0.01715,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.865,Fluvial Origin-Younger Alluvial Plain,0.0,0.0,0.0,0.0,0.0,1.0,0.62,0.01715,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.875,Fluvial Origin-Younger Alluvial Plain,0.0,0.0,0.0,0.0,0.0,1.0,0.308,0.01594,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.885,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,1.243,0.0198,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.895,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,0.569,0.0221,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.905,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,0.414,0.02282,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.915,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,1.413,0.02282,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.925,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,2.16,0.01147,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.935,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,1.086,0.01147,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.945,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,0.103,0.00471,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.955,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,0.827,0.00495,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.965,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,1.29,0.00616,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.975,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,0.492,0.00157,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.985,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,0.705,0.00531,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,79.995,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,0.732,0.01075,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,80.005,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,0.152,0.00966,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,80.015,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,0.445,0.00966,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,80.025,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,0.758,0.00942,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,80.035,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,1.63,0.00314,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,80.045,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,1.514,0.01171,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,80.055,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,0.607,0.02186,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,80.065,,,,,,,,0.0,0.02765,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
20.755,80.075,Denudational Origin-Pediment-PediPlain Complex,0.0,0.0,0.0,1.0,0.0,0.0,0.52,0.02765,REAL_GOVERNMENT (NRSC Bhuvan 1:50k)
