lat,lon,prospectivity_rank,rank_sd,uncertainty,applicability,data_status,known_mn_record_in_cell,indian_government_mn_evidence_in_cell
20.755,78.505,20.9,9.3,MODERATE,HIGH,OK,0,0
20.755,78.515,36.7,11.6,HIGH,HIGH,OK,0,0
20.755,78.525,41.0,12.0,HIGH,HIGH,OK,0,0
20.755,78.535,30.1,10.6,HIGH,HIGH,OK,0,0
20.755,78.545,19.9,11.9,HIGH,HIGH,OK,0,0
20.755,78.555,49.7,13.3,HIGH,HIGH,OK,0,0
20.755,78.565,37.7,15.8,HIGH,HIGH,OK,0,0
20.755,78.575,20.4,9.5,MODERATE,HIGH,OK,0,0
20.755,78.585,41.0,13.2,HIGH,HIGH,OK,0,0
20.755,78.595,43.0,16.0,HIGH,HIGH,OK,0,0
20.755,78.605,36.0,12.8,HIGH,HIGH,OK,0,0
20.755,78.615,49.3,14.5,HIGH,HIGH,OK,0,0
20.755,78.625,33.0,14.2,HIGH,HIGH,OK,0,0
20.755,78.635,44.5,12.5,HIGH,HIGH,OK,0,0
20.755,78.645,24.6,15.8,HIGH,HIGH,OK,0,0
20.755,78.655,33.1,18.0,HIGH,HIGH,OK,0,0
20.755,78.665,27.1,17.1,HIGH,HIGH,OK,0,0
20.755,78.675,33.9,14.8,HIGH,HIGH,OK,0,0
20.755,78.685,29.7,13.3,HIGH,HIGH,OK,0,0
20.755,78.695,34.2,18.3,HIGH,HIGH,OK,0,0
20.755,78.705,17.7,10.6,HIGH,HIGH,OK,0,0
20.755,78.715,30.6,11.8,HIGH,HIGH,OK,0,0
20.755,78.725,35.2,14.8,HIGH,HIGH,OK,0,0
20.755,78.735,29.2,17.4,HIGH,HIGH,OK,0,0
20.755,78.745,56.2,12.5,HIGH,HIGH,OK,0,0
20.755,78.755,44.8,17.8,HIGH,HIGH,OK,0,0
20.755,78.765,43.3,15.5,HIGH,HIGH,OK,0,0
20.755,78.775,24.3,11.2,HIGH,HIGH,OK,0,0
20.755,78.785,47.5,18.3,HIGH,HIGH,OK,0,0
20.755,78.795,38.6,14.3,HIGH,HIGH,OK,0,0
20.755,78.805,26.4,11.5,HIGH,HIGH,OK,0,0
20.755,78.815,37.5,15.2,HIGH,HIGH,OK,0,0
20.755,78.825,39.8,14.5,HIGH,HIGH,OK,0,0
20.755,78.835,55.4,16.9,HIGH,HIGH,OK,0,0
20.755,78.845,44.9,13.2,HIGH,HIGH,OK,0,0
20.755,78.855,40.4,12.7,HIGH,HIGH,OK,0,0
20.755,78.865,41.1,14.5,HIGH,HIGH,OK,0,0
20.755,78.875,36.4,14.1,HIGH,HIGH,OK,0,0
20.755,78.885,43.1,16.8,HIGH,HIGH,OK,0,0
20.755,78.895,41.4,15.9,HIGH,HIGH,OK,0,0
20.755,78.905,41.2,18.2,HIGH,HIGH,OK,0,0
20.755,78.915,33.1,15.1,HIGH,HIGH,OK,0,0
20.755,78.925,46.6,13.5,HIGH,HIGH,OK,0,0
20.755,78.935,58.5,15.3,HIGH,HIGH,OK,0,0
20.755,78.945,51.8,19.1,HIGH,HIGH,OK,0,0
20.755,78.955,46.1,13.1,HIGH,HIGH,OK,0,0
20.755,78.965,38.1,10.7,HIGH,HIGH,OK,0,0
20.755,78.975,43.0,12.7,HIGH,HIGH,OK,0,0
20.755,78.985,43.8,16.7,HIGH,HIGH,OK,0,0
20.755,78.995,33.8,14.4,HIGH,HIGH,OK,0,0
20.755,79.005,36.7,13.6,HIGH,HIGH,OK,0,0
20.755,79.015,34.3,13.6,HIGH,HIGH,OK,0,0
20.755,79.025,31.2,14.2,HIGH,HIGH,OK,0,0
20.755,79.035,54.0,13.4,HIGH,HIGH,OK,0,0
20.755,79.045,47.6,13.2,HIGH,HIGH,OK,0,0
20.755,79.055,43.4,18.2,HIGH,HIGH,OK,0,0
20.755,79.065,54.5,15.6,HIGH,HIGH,OK,0,0
20.755,79.075,40.6,16.3,HIGH,HIGH,OK,0,0
20.755,79.085,40.4,13.1,HIGH,HIGH,OK,0,0
20.755,79.095,53.5,18.4,HIGH,HIGH,OK,0,0
20.755,79.105,58.8,18.6,HIGH,HIGH,OK,0,0
20.755,79.115,44.8,11.0,HIGH,HIGH,OK,0,0
20.755,79.125,56.8,10.4,HIGH,HIGH,OK,0,0
20.755,79.135,52.0,17.9,HIGH,HIGH,OK,0,0
20.755,79.145,49.4,18.0,HIGH,HIGH,OK,0,0
20.755,79.155,48.1,11.0,HIGH,HIGH,OK,0,0
20.755,79.165,72.3,16.3,HIGH,HIGH,OK,0,0
20.755,79.175,42.6,13.7,HIGH,HIGH,OK,0,0
20.755,79.185,53.8,11.8,HIGH,HIGH,OK,0,0
20.755,79.195,40.8,11.0,HIGH,HIGH,OK,0,0
20.755,79.205,27.5,17.4,HIGH,HIGH,OK,0,0
20.755,79.215,66.5,15.0,HIGH,HIGH,OK,0,0
20.755,79.225,43.6,11.0,HIGH,HIGH,OK,0,0
20.755,79.235,39.4,17.9,HIGH,HIGH,OK,0,0
20.755,79.245,17.8,15.1,HIGH,HIGH,OK,0,0
20.755,79.255,33.1,13.9,HIGH,HIGH,OK,0,0
20.755,79.265,34.5,13.7,HIGH,HIGH,OK,0,0
20.755,79.275,63.6,15.7,HIGH,HIGH,OK,0,0
20.755,79.285,83.2,10.4,HIGH,HIGH,OK,0,0
20.755,79.295,64.3,16.7,HIGH,HIGH,OK,0,0
20.755,79.305,76.4,26.0,HIGH,HIGH,OK,0,0
20.755,79.315,74.4,27.4,HIGH,HIGH,OK,0,0
20.755,79.325,58.7,20.6,HIGH,HIGH,OK,0,0
20.755,79.335,76.3,18.7,HIGH,HIGH,OK,0,0
20.755,79.345,50.8,16.7,HIGH,HIGH,OK,0,0
20.755,79.355,43.0,16.8,HIGH,HIGH,OK,0,0
20.755,79.365,37.9,12.7,HIGH,HIGH,OK,0,0
20.755,79.375,56.7,18.2,HIGH,HIGH,OK,0,0
20.755,79.385,59.4,16.7,HIGH,HIGH,OK,0,0
20.755,79.395,50.0,15.1,HIGH,HIGH,OK,0,0
20.755,79.405,53.0,11.8,HIGH,HIGH,OK,0,0
20.755,79.415,48.7,15.0,HIGH,HIGH,OK,0,0
20.755,79.425,24.1,14.3,HIGH,HIGH,OK,0,0
20.755,79.435,28.5,16.4,HIGH,HIGH,OK,0,0
20.755,79.445,39.2,13.4,HIGH,HIGH,OK,0,0
20.755,79.455,37.6,16.6,HIGH,HIGH,OK,0,0
20.755,79.465,20.1,12.0,HIGH,HIGH,OK,0,0
20.755,79.475,30.3,12.3,HIGH,HIGH,OK,0,0
20.755,79.485,37.0,16.9,HIGH,HIGH,OK,0,0
20.755,79.495,28.0,11.1,HIGH,HIGH,OK,0,0
20.755,79.505,27.8,11.4,HIGH,HIGH,OK,0,0
20.755,79.515,23.6,14.4,HIGH,HIGH,OK,0,0
20.755,79.525,33.3,16.4,HIGH,HIGH,OK,0,0
20.755,79.535,23.7,13.9,HIGH,HIGH,OK,0,0
20.755,79.545,62.4,17.4,HIGH,HIGH,OK,0,0
20.755,79.555,36.6,19.7,HIGH,HIGH,OK,0,0
20.755,79.565,16.2,16.7,HIGH,HIGH,OK,0,0
20.755,79.575,58.0,11.8,HIGH,HIGH,OK,0,0
20.755,79.585,45.0,14.5,HIGH,HIGH,OK,0,0
20.755,79.595,28.4,15.8,HIGH,HIGH,OK,0,0
20.755,79.605,62.6,13.5,HIGH,HIGH,OK,0,0
20.755,79.615,71.4,15.5,HIGH,HIGH,OK,0,0
20.755,79.625,63.2,14.7,HIGH,HIGH,OK,0,0
20.755,79.635,67.7,14.4,HIGH,HIGH,OK,0,0
20.755,79.645,39.6,17.6,HIGH,HIGH,OK,0,0
20.755,79.655,25.7,18.9,HIGH,HIGH,OK,0,0
20.755,79.665,34.5,18.9,HIGH,HIGH,OK,0,0
20.755,79.675,63.9,21.6,HIGH,HIGH,OK,0,0
20.755,79.685,25.1,16.4,HIGH,HIGH,OK,0,0
20.755,79.695,33.0,17.2,HIGH,HIGH,OK,0,0
20.755,79.705,44.2,16.4,HIGH,HIGH,OK,0,0
20.755,79.715,41.1,20.7,HIGH,HIGH,OK,0,0
20.755,79.725,21.2,21.0,HIGH,HIGH,OK,0,0
20.755,79.735,10.9,12.0,HIGH,HIGH,OK,0,0
20.755,79.745,24.4,16.6,HIGH,HIGH,OK,0,0
20.755,79.755,10.8,13.8,HIGH,HIGH,OK,0,0
20.755,79.765,21.7,17.8,HIGH,HIGH,OK,0,0
20.755,79.775,38.2,17.6,HIGH,HIGH,OK,0,0
20.755,79.785,25.1,19.1,HIGH,HIGH,OK,0,0
20.755,79.795,33.5,21.5,HIGH,HIGH,OK,0,0
20.755,79.805,19.7,18.0,HIGH,HIGH,OK,0,0
20.755,79.815,21.5,15.1,HIGH,HIGH,OK,0,0
20.755,79.825,9.3,14.5,HIGH,HIGH,OK,0,0
20.755,79.835,9.5,13.1,HIGH,HIGH,OK,0,0
20.755,79.845,18.8,11.0,HIGH,HIGH,OK,0,0
20.755,79.855,16.1,12.9,HIGH,HIGH,OK,0,0
20.755,79.865,61.7,20.8,HIGH,HIGH,OK,0,0
20.755,79.875,52.9,11.9,HIGH,HIGH,OK,0,0
20.755,79.885,77.0,9.3,MODERATE,HIGH,OK,0,0
20.755,79.895,50.4,15.9,HIGH,HIGH,OK,0,0
20.755,79.905,20.5,16.4,HIGH,HIGH,OK,0,0
20.755,79.915,46.8,15.7,HIGH,HIGH,OK,0,0
20.755,79.925,31.3,18.1,HIGH,HIGH,OK,0,0
20.755,79.935,32.4,19.1,HIGH,HIGH,OK,0,0
20.755,79.945,19.8,13.1,HIGH,HIGH,OK,0,0
20.755,79.955,34.4,18.9,HIGH,HIGH,OK,0,0
20.755,79.965,32.7,13.6,HIGH,HIGH,OK,0,0
20.755,79.975,18.6,15.4,HIGH,HIGH,OK,0,0
20.755,79.985,23.1,14.9,HIGH,HIGH,OK,0,0
20.755,79.995,13.1,12.6,HIGH,HIGH,OK,0,0
20.755,80.005,19.5,14.8,HIGH,HIGH,OK,0,0
20.755,80.015,13.6,14.4,HIGH,HIGH,OK,0,0
20.755,80.025,13.7,15.3,HIGH,HIGH,OK,0,0
20.755,80.035,17.9,15.6,HIGH,HIGH,OK,0,0
20.755,80.045,34.3,18.9,HIGH,HIGH,OK,0,0
20.755,80.055,9.8,14.4,HIGH,HIGH,OK,0,0
20.755,80.065,29.5,18.0,HIGH,HIGH,OK,0,0
20.755,80.075,17.6,17.5,HIGH,HIGH,OK,0,0
20.755,80.085,41.3,19.4,HIGH,HIGH,OK,0,0
20.755,80.095,38.9,20.8,HIGH,HIGH,OK,0,0
20.755,80.105,57.5,20.2,HIGH,HIGH,OK,0,0
20.755,80.115,26.2,17.6,HIGH,HIGH,OK,0,0
20.755,80.125,32.9,17.5,HIGH,HIGH,OK,0,0
20.755,80.135,16.3,11.3,HIGH,HIGH,OK,0,0
20.755,80.145,56.8,13.6,HIGH,HIGH,OK,0,0
20.755,80.155,20.6,17.6,HIGH,HIGH,OK,0,0
20.755,80.165,5.1,11.2,HIGH,HIGH,OK,0,0
20.755,80.175,27.1,21.3,HIGH,HIGH,OK,0,0
20.755,80.185,27.1,17.1,HIGH,HIGH,OK,0,0
20.755,80.195,14.7,12.7,HIGH,HIGH,OK,0,0
20.755,80.205,49.7,20.3,HIGH,HIGH,OK,0,0
20.755,80.215,32.0,19.8,HIGH,HIGH,OK,0,0
20.755,80.225,63.1,18.6,HIGH,HIGH,OK,0,0
20.755,80.235,50.0,19.2,HIGH,HIGH,OK,0,0
20.755,80.245,68.8,15.4,HIGH,HIGH,OK,0,0
20.755,80.255,68.2,14.5,HIGH,HIGH,OK,0,0
20.755,80.265,76.0,20.0,HIGH,HIGH,OK,0,0
20.755,80.275,56.1,10.8,HIGH,HIGH,OK,0,0
20.755,80.285,51.9,8.7,MODERATE,HIGH,OK,0,0
20.755,80.295,60.0,10.3,HIGH,HIGH,OK,0,0
20.755,80.305,69.0,12.3,HIGH,HIGH,OK,0,0
20.755,80.315,79.1,5.9,MODERATE,HIGH,OK,0,0
20.755,80.325,70.1,11.5,HIGH,HIGH,OK,0,0
20.755,80.335,62.3,10.9,HIGH,HIGH,OK,0,0
20.755,80.345,60.4,13.0,HIGH,HIGH,OK,0,0
20.755,80.355,66.2,15.7,HIGH,HIGH,OK,0,0
20.755,80.365,60.8,18.2,HIGH,HIGH,OK,0,0
20.755,80.375,55.4,17.9,HIGH,HIGH,OK,0,0
20.755,80.385,34.0,14.0,HIGH,HIGH,OK,0,0
20.755,80.395,50.7,17.5,HIGH,HIGH,OK,0,0
20.755,80.405,48.7,17.1,HIGH,HIGH,OK,0,0
20.755,80.415,56.4,19.5,HIGH,HIGH,OK,0,0
20.755,80.425,57.7,24.1,HIGH,HIGH,OK,0,0
20.755,80.435,60.6,25.1,HIGH,HIGH,OK,0,0
20.755,80.445,21.7,16.4,HIGH,HIGH,OK,0,0
20.755,80.455,59.4,14.1,HIGH,HIGH,OK,0,0
20.755,80.465,45.1,20.1,HIGH,HIGH,OK,0,0
20.755,80.475,60.5,19.7,HIGH,HIGH,OK,0,0
20.755,80.485,51.8,15.9,HIGH,HIGH,OK,0,0
20.755,80.495,47.3,16.0,HIGH,HIGH,OK,0,0
20.755,80.505,52.3,15.2,HIGH,HIGH,OK,0,0
20.755,80.515,64.9,16.0,HIGH,HIGH,OK,0,0
20.755,80.525,82.5,11.5,HIGH,HIGH,OK,0,0
20.755,80.535,31.9,16.8,HIGH,HIGH,OK,0,0
20.755,80.545,76.2,12.3,HIGH,HIGH,OK,0,0
20.755,80.555,63.6,16.4,HIGH,HIGH,OK,0,0
20.755,80.565,57.0,17.5,HIGH,HIGH,OK,0,0
20.755,80.575,36.2,12.3,HIGH,HIGH,OK,0,0
20.755,80.585,33.0,15.1,HIGH,HIGH,OK,0,0
20.755,80.595,41.6,10.5,HIGH,HIGH,OK,0,0
20.755,80.605,67.6,15.6,HIGH,HIGH,OK,0,0
20.755,80.615,67.7,6.6,MODERATE,HIGH,OK,0,0
20.755,80.625,57.6,20.8,HIGH,HIGH,OK,0,0
20.755,80.635,70.5,14.0,HIGH,MODERATE,OK,0,0
20.755,80.645,42.0,18.2,HIGH,MODERATE,OK,0,0
20.755,80.655,52.2,20.1,HIGH,MODERATE,OK,0,0
20.755,80.665,55.1,14.8,HIGH,MODERATE,OK,0,0
20.755,80.675,90.4,10.3,HIGH,HIGH,OK,0,0
20.755,80.685,79.1,11.0,HIGH,HIGH,OK,0,0
20.755,80.695,80.6,11.2,HIGH,HIGH,OK,0,0
20.755,80.705,77.0,14.8,HIGH,HIGH,OK,0,0
20.755,80.715,82.5,10.9,HIGH,HIGH,OK,0,0
20.755,80.725,73.5,12.1,HIGH,HIGH,OK,0,0
20.755,80.735,53.4,18.6,HIGH,HIGH,OK,0,0
20.755,80.745,87.2,13.0,HIGH,HIGH,OK,0,0
20.755,80.755,81.1,11.0,HIGH,HIGH,OK,0,0
20.755,80.765,55.7,18.5,HIGH,HIGH,OK,0,0
20.755,80.775,77.1,14.9,HIGH,HIGH,OK,0,0
20.755,80.785,45.4,16.6,HIGH,HIGH,OK,0,0
20.755,80.795,45.8,15.1,HIGH,HIGH,OK,0,0
20.755,80.805,51.0,14.4,HIGH,HIGH,OK,0,0
20.755,80.815,54.1,11.3,HIGH,HIGH,OK,0,0
20.755,80.825,53.7,19.8,HIGH,HIGH,OK,0,0
20.755,80.835,59.7,19.7,HIGH,HIGH,OK,0,0
20.755,80.845,63.9,21.0,HIGH,HIGH,OK,0,0
20.755,80.855,55.9,13.1,HIGH,HIGH,OK,0,0
20.755,80.865,53.4,15.8,HIGH,HIGH,OK,0,0
20.755,80.875,47.4,12.9,HIGH,HIGH,OK,0,0
20.755,80.885,34.7,14.7,HIGH,HIGH,OK,0,0
20.755,80.895,63.7,18.8,HIGH,HIGH,OK,0,0
20.755,80.905,52.1,14.6,HIGH,HIGH,OK,0,0
20.755,80.915,38.1,20.4,HIGH,HIGH,OK,0,0
20.755,80.925,64.8,26.4,HIGH,HIGH,OK,0,0
20.755,80.935,36.5,21.8,HIGH,HIGH,OK,0,0
20.755,80.945,60.1,21.7,HIGH,HIGH,OK,0,0
20.755,80.955,86.2,16.2,HIGH,HIGH,OK,0,0
20.755,80.965,63.2,10.9,HIGH,HIGH,OK,0,0
20.755,80.975,64.3,21.3,HIGH,HIGH,OK,0,0
20.755,80.985,56.1,17.9,HIGH,HIGH,OK,0,0
20.755,80.995,55.6,10.9,HIGH,HIGH,OK,0,0
20.765,78.505,21.0,7.8,MODERATE,HIGH,OK,0,0
20.765,78.515,46.5,14.8,HIGH,HIGH,OK,0,0
20.765,78.525,28.0,11.0,HIGH,HIGH,OK,0,0
20.765,78.535,46.6,14.7,HIGH,HIGH,OK,0,0
20.765,78.545,43.0,14.6,HIGH,HIGH,OK,0,0
20.765,78.555,58.9,19.3,HIGH,HIGH,OK,0,0
20.765,78.565,51.5,16.6,HIGH,HIGH,OK,0,0
20.765,78.575,24.0,10.3,HIGH,HIGH,OK,0,0
20.765,78.585,25.2,13.4,HIGH,HIGH,OK,0,0
20.765,78.595,33.5,13.7,HIGH,HIGH,OK,0,0
20.765,78.605,39.4,12.8,HIGH,HIGH,OK,0,0
20.765,78.615,52.0,18.0,HIGH,HIGH,OK,0,0
20.765,78.625,24.3,12.9,HIGH,HIGH,OK,0,0
20.765,78.635,47.7,17.9,HIGH,HIGH,OK,0,0
20.765,78.645,27.9,10.3,HIGH,HIGH,OK,0,0
20.765,78.655,15.2,8.5,MODERATE,HIGH,OK,0,0
20.765,78.665,33.0,14.5,HIGH,HIGH,OK,0,0
20.765,78.675,34.8,14.2,HIGH,HIGH,OK,0,0
20.765,78.685,25.6,16.0,HIGH,HIGH,OK,0,0
20.765,78.695,44.5,15.3,HIGH,HIGH,OK,0,0
20.765,78.705,31.2,13.5,HIGH,HIGH,OK,0,0
20.765,78.715,19.6,13.5,HIGH,HIGH,OK,0,0
20.765,78.725,17.9,12.9,HIGH,HIGH,OK,0,0
20.765,78.735,29.1,16.8,HIGH,HIGH,OK,0,0
20.765,78.745,10.3,9.0,MODERATE,HIGH,OK,0,0
20.765,78.755,33.8,11.4,HIGH,HIGH,OK,0,0
20.765,78.765,28.8,13.0,HIGH,HIGH,OK,0,0
20.765,78.775,26.7,17.0,HIGH,HIGH,OK,0,0
20.765,78.785,52.8,17.3,HIGH,HIGH,OK,0,0
20.765,78.795,37.5,16.5,HIGH,HIGH,OK,0,0
20.765,78.805,55.1,12.0,HIGH,HIGH,OK,0,0
20.765,78.815,36.3,15.4,HIGH,HIGH,OK,0,0
20.765,78.825,40.7,16.7,HIGH,HIGH,OK,0,0
20.765,78.835,18.4,13.9,HIGH,HIGH,OK,0,0
20.765,78.845,46.5,16.6,HIGH,HIGH,OK,0,0
20.765,78.855,30.5,18.2,HIGH,HIGH,OK,0,0
20.765,78.865,38.8,18.2,HIGH,HIGH,OK,0,0
20.765,78.875,37.6,15.0,HIGH,HIGH,OK,0,0
20.765,78.885,51.9,16.9,HIGH,HIGH,OK,0,0
20.765,78.895,48.0,17.0,HIGH,HIGH,OK,0,0
20.765,78.905,42.4,15.7,HIGH,HIGH,OK,0,0
20.765,78.915,32.1,17.1,HIGH,HIGH,OK,0,0
20.765,78.925,54.8,20.4,HIGH,HIGH,OK,0,0
20.765,78.935,42.1,15.0,HIGH,HIGH,OK,0,0
20.765,78.945,46.2,13.7,HIGH,HIGH,OK,0,0
20.765,78.955,51.4,18.2,HIGH,HIGH,OK,0,0
20.765,78.965,32.4,11.3,HIGH,HIGH,OK,0,0
20.765,78.975,49.3,13.2,HIGH,HIGH,OK,0,0
20.765,78.985,41.0,9.9,MODERATE,HIGH,OK,0,0
20.765,78.995,49.5,14.0,HIGH,HIGH,OK,0,0
20.765,79.005,43.3,16.2,HIGH,HIGH,OK,0,0
20.765,79.015,47.9,12.3,HIGH,HIGH,OK,0,0
20.765,79.025,44.6,16.9,HIGH,HIGH,OK,0,0
20.765,79.035,52.1,19.2,HIGH,HIGH,OK,0,0
20.765,79.045,40.9,14.9,HIGH,HIGH,OK,0,0
20.765,79.055,47.3,16.9,HIGH,HIGH,OK,0,0
20.765,79.065,44.5,13.7,HIGH,HIGH,OK,0,0
20.765,79.075,49.8,17.1,HIGH,HIGH,OK,0,0
20.765,79.085,37.7,15.9,HIGH,HIGH,OK,0,0
20.765,79.095,35.4,13.8,HIGH,HIGH,OK,0,0
20.765,79.105,53.9,18.6,HIGH,HIGH,OK,0,0
20.765,79.115,54.9,14.3,HIGH,HIGH,OK,0,0
20.765,79.125,57.4,15.7,HIGH,HIGH,OK,0,0
20.765,79.135,43.7,13.9,HIGH,HIGH,OK,0,0
20.765,79.145,52.8,14.1,HIGH,HIGH,OK,0,0
20.765,79.155,43.8,15.5,HIGH,HIGH,OK,0,0
20.765,79.165,35.0,10.1,HIGH,HIGH,OK,0,0
20.765,79.175,38.8,10.8,HIGH,HIGH,OK,0,0
20.765,79.185,23.7,15.0,HIGH,HIGH,OK,0,0
20.765,79.195,46.8,18.5,HIGH,HIGH,OK,0,0
20.765,79.205,48.8,13.9,HIGH,HIGH,OK,0,0
20.765,79.215,47.5,10.2,HIGH,HIGH,OK,0,0
20.765,79.225,57.5,10.9,HIGH,HIGH,OK,0,0
20.765,79.235,51.7,11.2,HIGH,HIGH,OK,0,0
20.765,79.245,35.1,7.2,MODERATE,HIGH,OK,0,0
20.765,79.255,50.0,10.9,HIGH,HIGH,OK,0,0
20.765,79.265,90.6,8.0,MODERATE,HIGH,OK,0,0
20.765,79.275,48.1,17.9,HIGH,HIGH,OK,0,0
20.765,79.285,76.7,19.0,HIGH,HIGH,OK,0,0
20.765,79.295,62.2,21.5,HIGH,HIGH,OK,0,0
20.765,79.305,48.4,20.5,HIGH,HIGH,OK,0,0
20.765,79.315,76.8,14.0,HIGH,HIGH,OK,0,0
20.765,79.325,74.2,13.9,HIGH,HIGH,OK,0,0
20.765,79.335,86.8,15.0,HIGH,HIGH,OK,0,0
20.765,79.345,56.3,15.8,HIGH,HIGH,OK,0,0
20.765,79.355,52.6,9.8,MODERATE,HIGH,OK,0,0
20.765,79.365,54.3,21.7,HIGH,HIGH,OK,0,0
20.765,79.375,52.8,16.9,HIGH,HIGH,OK,0,0
20.765,79.385,54.8,15.3,HIGH,HIGH,OK,0,0
20.765,79.395,31.1,12.6,HIGH,HIGH,OK,0,0
20.765,79.405,21.6,11.4,HIGH,HIGH,OK,0,0
20.765,79.415,38.9,15.0,HIGH,HIGH,OK,0,0
20.765,79.425,33.3,15.3,HIGH,HIGH,OK,0,0
20.765,79.435,41.5,16.6,HIGH,HIGH,OK,0,0
20.765,79.445,37.7,18.0,HIGH,HIGH,OK,0,0
20.765,79.455,28.5,14.0,HIGH,HIGH,OK,0,0
20.765,79.465,40.9,15.9,HIGH,HIGH,OK,0,0
20.765,79.475,31.5,15.1,HIGH,HIGH,OK,0,0
20.765,79.485,30.8,12.5,HIGH,HIGH,OK,0,0
20.765,79.495,36.4,12.6,HIGH,HIGH,OK,0,0
20.765,79.505,46.4,13.9,HIGH,HIGH,OK,0,0
20.765,79.515,57.3,15.3,HIGH,HIGH,OK,0,0
20.765,79.525,62.6,14.7,HIGH,HIGH,OK,0,0
20.765,79.535,27.5,20.3,HIGH,HIGH,OK,0,0
20.765,79.545,13.7,16.5,HIGH,HIGH,OK,0,0
20.765,79.555,17.8,17.9,HIGH,HIGH,OK,0,0
20.765,79.565,28.9,18.3,HIGH,HIGH,OK,0,0
20.765,79.575,39.8,20.4,HIGH,HIGH,OK,0,0
20.765,79.585,20.9,14.8,HIGH,HIGH,OK,0,0
20.765,79.595,66.4,7.0,MODERATE,HIGH,OK,0,0
20.765,79.605,66.0,17.8,HIGH,HIGH,OK,0,0
20.765,79.615,77.3,8.6,MODERATE,HIGH,OK,0,0
20.765,79.625,61.3,8.0,MODERATE,HIGH,OK,0,0
20.765,79.635,62.1,11.1,HIGH,HIGH,OK,0,0
20.765,79.645,37.8,12.6,HIGH,HIGH,OK,0,0
20.765,79.655,10.3,13.3,HIGH,HIGH,OK,0,0
20.765,79.665,31.7,18.6,HIGH,HIGH,OK,0,0
20.765,79.675,23.9,15.9,HIGH,HIGH,OK,0,0
20.765,79.685,70.9,16.9,HIGH,HIGH,OK,0,0
20.765,79.695,68.7,23.2,HIGH,HIGH,OK,0,0
20.765,79.705,27.5,16.1,HIGH,HIGH,OK,0,0
20.765,79.715,24.1,17.3,HIGH,HIGH,OK,0,0
20.765,79.725,30.2,20.4,HIGH,HIGH,OK,0,0
20.765,79.735,22.1,14.6,HIGH,HIGH,OK,0,0
20.765,79.745,24.1,20.3,HIGH,HIGH,OK,0,0
20.765,79.755,21.1,20.2,HIGH,HIGH,OK,0,0
20.765,79.765,25.2,14.2,HIGH,HIGH,OK,0,0
20.765,79.775,7.8,13.8,HIGH,HIGH,OK,0,0
20.765,79.785,8.3,11.8,HIGH,HIGH,OK,0,0
20.765,79.795,8.0,11.6,HIGH,HIGH,OK,0,0
20.765,79.805,18.4,14.1,HIGH,HIGH,OK,0,0
20.765,79.815,11.0,12.9,HIGH,HIGH,OK,0,0
20.765,79.825,18.5,14.6,HIGH,HIGH,OK,0,0
20.765,79.835,7.1,13.3,HIGH,HIGH,OK,0,0
20.765,79.845,13.7,13.7,HIGH,HIGH,OK,0,0
20.765,79.855,60.2,19.7,HIGH,HIGH,OK,0,0
20.765,79.865,20.8,16.4,HIGH,HIGH,OK,0,0
20.765,79.875,23.3,13.0,HIGH,HIGH,OK,0,0
20.765,79.885,53.4,14.7,HIGH,HIGH,OK,0,0
20.765,79.895,41.3,19.0,HIGH,HIGH,OK,0,0
20.765,79.905,17.6,17.0,HIGH,HIGH,OK,0,0
20.765,79.915,40.9,18.8,HIGH,HIGH,OK,0,0
20.765,79.925,13.2,16.1,HIGH,HIGH,OK,0,0
20.765,79.935,11.8,13.1,HIGH,HIGH,OK,0,0
20.765,79.945,38.4,19.4,HIGH,HIGH,OK,0,0
20.765,79.955,55.6,18.9,HIGH,HIGH,OK,0,0
20.765,79.965,32.7,18.6,HIGH,HIGH,OK,0,0
20.765,79.975,23.2,18.2,HIGH,HIGH,OK,0,0
20.765,79.985,75.3,15.0,HIGH,HIGH,OK,0,0
20.765,79.995,23.3,14.3,HIGH,HIGH,OK,0,0
20.765,80.005,48.7,18.1,HIGH,HIGH,OK,0,0
20.765,80.015,54.8,15.4,HIGH,HIGH,OK,0,0
20.765,80.025,30.5,17.8,HIGH,HIGH,OK,0,0
20.765,80.035,32.2,12.8,HIGH,HIGH,OK,0,0
20.765,80.045,27.0,14.4,HIGH,HIGH,OK,0,0
20.765,80.055,21.9,18.1,HIGH,HIGH,OK,0,0
20.765,80.065,35.5,19.8,HIGH,HIGH,OK,0,0
20.765,80.075,20.1,15.7,HIGH,HIGH,OK,0,0
20.765,80.085,5.2,14.1,HIGH,HIGH,OK,0,0
20.765,80.095,12.6,17.8,HIGH,HIGH,OK,0,0
20.765,80.105,22.9,13.8,HIGH,HIGH,OK,0,0
20.765,80.115,33.7,17.4,HIGH,HIGH,OK,0,0
20.765,80.125,22.0,18.0,HIGH,HIGH,OK,0,0
20.765,80.135,12.5,8.2,MODERATE,HIGH,OK,0,0
20.765,80.145,7.6,9.7,MODERATE,HIGH,OK,0,0
20.765,80.155,15.6,14.1,HIGH,HIGH,OK,0,0
20.765,80.165,8.1,13.6,HIGH,HIGH,OK,0,0
20.765,80.175,28.4,14.3,HIGH,HIGH,OK,0,0
20.765,80.185,18.4,7.8,MODERATE,HIGH,OK,0,0
20.765,80.195,13.1,9.8,MODERATE,HIGH,OK,0,0
20.765,80.205,64.3,17.0,HIGH,HIGH,OK,0,0
